InputID,TargetID,Distance
639,1015,558.886748334
639,1015,558.886748334
639,1015,558.886748334
639,1015,558.886748334
639,1015,558.886748334
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
640,158,326.479830264
641,250,49.7684507723
642,245,186.230337372
643,2726,882.599225524
646,2544,52.1382774427
647,1017,104.894461333
648,2544,615.277017097
650,1016,625.18167162
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
651,158,312.45899402
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
654,158,545.500801909
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
657,158,508.749096834
659,157,135.911527936
660,157,241.867256478
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
661,1015,756.203137306
200,4114,269.682883466
201,4114,463.106943896
202,4114,593.60521525
203,4114,73.294363198
204,4114,75.5063442075
205,4114,309.838995246
206,4114,381.910510342
207,2528,72.0036119567
209,2527,462.261086198
209,2527,462.261086198
209,2527,462.261086198
209,2527,462.261086198
210,2527,507.161223301
210,2527,507.161223301
210,2527,507.161223301
210,2527,507.161223301
211,2527,77.7709105378
211,2527,77.7709105378
211,2527,77.7709105378
211,2527,77.7709105378
212,2527,70.7005179698
212,2527,70.7005179698
212,2527,70.7005179698
212,2527,70.7005179698
213,2527,464.109880729
213,2527,464.109880729
213,2527,464.109880729
213,2527,464.109880729
214,2527,334.636506066
214,2527,334.636506066
214,2527,334.636506066
214,2527,334.636506066
215,2528,307.21882537
216,2528,400.332172684
217,2527,548.287180518
217,2527,548.287180518
217,2527,548.287180518
217,2527,548.287180518
218,2527,482.316504839
218,2527,482.316504839
218,2527,482.316504839
218,2527,482.316504839
219,2527,178.19113426
219,2527,178.19113426
219,2527,178.19113426
219,2527,178.19113426
220,2527,299.868561307
220,2527,299.868561307
220,2527,299.868561307
220,2527,299.868561307
221,2528,654.026395836
222,1004,742.260062068
222,1004,742.260062068
223,4116,476.680220318
224,4116,468.024936716
225,4116,74.2016952294
226,4116,54.5006319743
227,4111,468.51505358
228,4112,99.6624521141
229,4112,266.256500218
230,236,43.992002239
230,236,43.992002239
230,236,43.992002239
230,236,43.992002239
231,236,368.516224099
231,236,368.516224099
231,236,368.516224099
231,236,368.516224099
232,2523,180.238149899
233,236,545.156246365
233,236,545.156246365
233,236,545.156246365
233,236,545.156246365
234,2745,363.608730652
235,2745,498.608770505
236,235,197.751644142
238,2525,463.209484855
239,2525,389.548962286
240,235,114.831833224
241,234,738.903538543
241,234,738.903538543
241,234,738.903538543
241,234,738.903538543
242,1006,556.860253952
243,236,467.235400747
243,236,467.235400747
243,236,467.235400747
243,236,467.235400747
244,237,565.350990981
244,237,565.350990981
244,237,565.350990981
244,237,565.350990981
245,236,370.363461586
245,236,370.363461586
245,236,370.363461586
245,236,370.363461586
247,237,78.3281538255
247,237,78.3281538255
247,237,78.3281538255
247,237,78.3281538255
248,4114,648.727736618
249,2528,461.581461494
250,1005,696.840820123
251,2744,530.364618152
252,2744,36.5693760085
253,2745,72.9435064258
254,2745,708.658074518
255,234,901.866792347
255,234,901.866792347
255,234,901.866792347
255,234,901.866792347
256,234,712.651676695
256,234,712.651676695
256,234,712.651676695
256,234,712.651676695
257,1032,412.043327232
257,1032,412.043327232
257,1032,412.043327232
257,1032,412.043327232
258,1032,261.517176963
258,1032,261.517176963
258,1032,261.517176963
258,1032,261.517176963
259,1005,48.3595012088
260,4114,792.648157422
262,235,540.46299206
263,235,549.177084189
264,236,510.434728957
264,236,510.434728957
264,236,510.434728957
264,236,510.434728957
265,235,388.386550818
266,2525,437.292340554
267,237,393.183889913
267,237,393.183889913
267,237,393.183889913
267,237,393.183889913
268,237,204.892383519
268,237,204.892383519
268,237,204.892383519
268,237,204.892383519
270,2527,269.335964228
270,2527,269.335964228
270,2527,269.335964228
270,2527,269.335964228
271,2527,372.882817568
271,2527,372.882817568
271,2527,372.882817568
271,2527,372.882817568
272,237,163.083767486
272,237,163.083767486
272,237,163.083767486
272,237,163.083767486
274,1006,131.263668231
275,2523,314.51739802
276,1032,420.979421577
276,1032,420.979421577
276,1032,420.979421577
276,1032,420.979421577
277,2525,283.029039909
278,234,359.160002937
278,234,359.160002937
278,234,359.160002937
278,234,359.160002937
279,1006,376.763684904
280,4112,661.895974391
281,233,606.724424958
281,233,606.724424958
281,233,606.724424958
281,233,606.724424958
282,232,397.048601946
283,2525,184.631838091
284,2525,557.661352583
285,233,775.106811457
285,233,775.106811457
285,233,775.106811457
285,233,775.106811457
286,233,391.878662332
286,233,391.878662332
286,233,391.878662332
286,233,391.878662332
287,2525,348.015831965
700,4110,189.717399255
701,2521,753.05168026
702,2521,793.493016591
703,2522,59.6115587338
704,2521,311.994240475
706,249,225.2100182
707,249,573.352015079
708,2522,767.311054898
709,249,1376.55219087
710,249,1390.48750749
711,249,514.716846326
712,249,1334.57029082
713,2518,1320.95167836
714,2518,1311.06158443
716,248,557.627121289
719,2521,481.381177889
720,249,1649.45329588
722,2520,409.162416859
723,2522,560.817935732
724,248,768.43331736
725,2520,504.219946527
726,2521,1011.77618486
729,248,240.115821621
731,2522,611.706512241
732,2518,1096.60140094
733,2753,1978.24096623
734,249,734.32302292
735,4110,1204.02312743
736,2519,1381.57496641
736,2519,1381.57496641
736,2519,1381.57496641
736,2519,1381.57496641
737,249,410.091535426
739,2518,1265.02740312
740,2518,961.23904522
741,2518,1349.22667939
742,4109,98.7997824043
743,249,1534.92950886
744,4111,67.5745758949
745,249,1193.46870677
746,4111,983.158638634
747,2522,1119.96152051
748,2522,735.348623096
749,4112,617.269896176
750,249,1762.88146098
752,4109,961.132241244
754,4110,661.648769264
755,4111,726.48989962
756,2522,257.59046345
757,2753,1811.15039111
758,248,639.462741521
759,2519,1113.6706014
759,2519,1113.6706014
759,2519,1113.6706014
759,2519,1113.6706014
760,1802,1367.84066319
800,1003,914.046374354
800,1003,914.046374354
800,1003,914.046374354
800,1003,914.046374354
802,2632,174.342135419
803,2632,267.149181845
805,428,351.919519832
805,428,351.919519832
805,428,351.919519832
805,428,351.919519832
806,1003,491.959026587
806,1003,491.959026587
806,1003,491.959026587
806,1003,491.959026587
807,150,263.395620992
807,150,263.395620992
807,150,263.395620992
807,150,263.395620992
807,150,263.395620992
807,150,263.395620992
808,1009,146.536324127
809,1010,173.418426839
810,2630,414.559096668
811,2630,124.449903934
812,428,402.298109598
812,428,402.298109598
812,428,402.298109598
812,428,402.298109598
813,428,158.614871166
813,428,158.614871166
813,428,158.614871166
813,428,158.614871166
815,430,573.924528921
815,430,573.924528921
815,430,573.924528921
815,430,573.924528921
816,429,120.385456238
817,428,190.974783381
817,428,190.974783381
817,428,190.974783381
817,428,190.974783381
818,427,243.494268977
819,1002,99.2804897017
820,427,495.871191186
822,430,780.280097511
822,430,780.280097511
822,430,780.280097511
822,430,780.280097511
823,2628,343.751378312
823,2628,343.751378312
823,2628,343.751378312
823,2628,343.751378312
825,1009,512.84454283
826,1251,131.941608385
827,427,730.622383213
828,427,54.2008071573
829,1003,808.687405032
829,1003,808.687405032
829,1003,808.687405032
829,1003,808.687405032
830,2529,617.309628903
831,2630,170.938042761
832,430,134.627803256
832,430,134.627803256
832,430,134.627803256
832,430,134.627803256
834,2628,28.0861108553
834,2628,28.0861108553
834,2628,28.0861108553
834,2628,28.0861108553
835,1002,108.673601892
836,2529,1029.94868854
837,1010,219.548634995
838,427,27.3616565114
840,430,391.552160441
840,430,391.552160441
840,430,391.552160441
840,430,391.552160441
844,1003,883.187513138
844,1003,883.187513138
844,1003,883.187513138
844,1003,883.187513138
845,1003,316.838911105
845,1003,316.838911105
845,1003,316.838911105
845,1003,316.838911105
900,2612,494.365289318
901,2612,672.303020167
902,309,665.306082684
903,309,1210.57745781
904,309,1479.91177212
905,310,60.7792456054
906,311,235.43740969
906,311,235.43740969
906,311,235.43740969
906,311,235.43740969
907,2611,150.156366068
908,2616,200.906840272
909,2617,938.310601687
911,2612,51.4556852271
912,2617,336.244001944
913,2611,464.307281457
914,2617,39.0055032886
915,2618,60.307143008
916,2612,238.412892985
917,313,54.7395341492
919,312,487.355529048
919,312,487.355529048
919,312,487.355529048
919,312,487.355529048
921,310,749.072003506
922,311,157.726360505
922,311,157.726360505
922,311,157.726360505
922,311,157.726360505
923,311,462.256619276
923,311,462.256619276
923,311,462.256619276
923,311,462.256619276
924,2614,1157.4538143
925,312,138.950535685
925,312,138.950535685
925,312,138.950535685
925,312,138.950535685
926,312,81.2035729892
926,312,81.2035729892
926,312,81.2035729892
926,312,81.2035729892
927,311,184.575347445
927,311,184.575347445
927,311,184.575347445
927,311,184.575347445
928,310,1770.10236368
930,2612,529.645520526
931,2612,669.415484987
932,2616,170.773799469
933,2616,244.260100937
934,2611,552.357337406
